"GridRef1km","nSpecies","WBID","lake_data_Lake.area..ha.","lake_data_Lake.altitude..m.","lake_data_Mean.Depth..m.","lake_data_Volume..m3.","lake_data_Perimeter..km.","lake_data_WFD_River_Basin_District","landscape_2km_Mean.slope..degrees.","landscape_2km_Lake.area..","landscape_2km_Pond.area..","landscape_2km_Rivers...length..m._per_ha","landscape_2km_Canals...length..m._per_ha","landscape_2km_Obstacles...Count_per_ha","landscape_2km_Lakes...Perimeter..m._per_ha","landscape_2km_Ponds...Perimeter..m._per_ha","landscape_2km_Lakes...Count_per_ha","landscape_2km_Ponds...Count_per_ha","landscape_2km_LCM2007...Agricultural..","landscape_2km_LCM2007...Urban..","landscape_2km_Mean.Temperature..2000.2016..C.","landscape_2km_Mean.Annual.Rainfall..2000.2016..mm.","landscape_2km_Visits...Fishing","landscape_2km_Visits...Watersports","landscape_2km_Visits...All"
"NR2941",12,"26944",43.69835,77,5.57,2433998.095,4.407,"Scotland",6.0999395893839,0.716289633389321,0,0.771299520776425,0,0,0.0967942609267648,0,0.000111342042755344,0,15.4710204081633,0.0359183673469388,9.32571026678525,93.2290589994851,0.153101613325626,0.16992282090907,0.009912337908832
"NR2942",1,"26944",43.69835,77,5.57,2433998.095,4.407,"Scotland",6.0999395893839,0.716289633389321,0,0.771299520776425,0,0,0.0967942609267648,0,0.000111342042755344,0,15.4710204081633,0.0359183673469388,9.32571026678525,93.2290589994851,0.153101613325626,0.16992282090907,0.009912337908832
"NR2944",5,"26883",4.1631,65,4.84,201494.04,1.05,"Scotland",5.22314660383778,0.536210650108076,0,0.727875041063125,0,0,0.0536295917443262,0,3.71982293642823e-05,0,6.44872177884,0,9.51443767547607,88.3938446044922,0.146508035819263,0.179161529505865,0.00984219647944
"NR3042",9,"26944",43.69835,77,5.57,2433998.095,4.407,"Scotland",6.0999395893839,0.716289633389321,0,0.771299520776425,0,0,0.0967942609267648,0,0.000111342042755344,0,15.4710204081633,0.0359183673469388,9.32571026678525,93.2290589994851,0.153101613325626,0.16992282090907,0.009912337908832
"NR3044",2,"26893",7.85525,68,4.9,384907.25,1.442,"Scotland",4.75986989523049,0.485903446438542,0,0.808185011434202,0,0,0.0772645935190648,0,0.000111553192280519,0,9.77532198431723,0,9.32782777899113,93.1748081327432,0.147734572247004,0.203720328096981,0.010178650334237
"NR3250",10,"26729",2.90875,7,4.66,135547.75,1.018,"Scotland",1.37936414101016,0.594359883197673,0.138208833428632,0.777327660847768,0,0,0.0665231475710678,0.0517049316986674,0.000112237644505967,0.000224475289011935,5.8206191022136,1.79469088984919,9.44204425811768,112.11319732666,0.163309086475241,0.221068342812083,0.010516970541839
"NR3591",8,"25171",1.71925,8,4.58,78741.65,0.698,"Scotland",4.7743472702522,0,0.014675188233211,0.281884269289261,0,0,0,0.00523112418977454,0,3.97282587104207e-05,5.54651478166531,0.09040773890245,9.91091537475586,100.658515930176,0.164666837959891,0.19876011425061,0.011035343973651
"NR3791",14,"25101",2.85935,37,4.7,134389.45,0.874,"Scotland",5.44334379504557,0,0,0.488226202083582,0,0,0,0,0,0,8.67344672913798,0.0621752453701648,9.91091537475586,100.658515930176,0.17080902129423,0.240715762855769,0.012760343477031
"NR3792",16,"25101",2.85935,37,4.7,134389.45,0.874,"Scotland",5.44334379504557,0,0,0.488226202083582,0,0,0,0,0,0,8.67344672913798,0.0621752453701648,9.91091537475586,100.658515930176,0.17080902129423,0.240715762855769,0.012760343477031
"NR3895",11,"25013",12.41705,26,4.86,603468.63,2.074,"Scotland",6.85567402864346,2.12629063915304,0.186909979443029,0.732363306436653,0,0,0.288537632928884,0.0812830777271959,0.000159916843241514,0.000319833686483029,13.2209808748343,0.0908918765385344,9.75692939758301,102.616455078125,0.16602860990109,0.276877178974684,0.013299784051626
"NR3995",18,"25001",7.5845,25,4.79,363297.55,1.617,"Scotland",6.76534852698013,2.46709472145977,0.07317895967533,0.552244667809288,0,0,0.290769703856509,0.0306060821622163,0.00015999360025599,0.00015999360025599,10.0652489125181,0.173191557918479,9.75692939758301,102.616455078125,0.176060337017817,0.292563985662434,0.017304043477225
"NR3996",5,"25001",7.5845,25,4.79,363297.55,1.617,"Scotland",6.76534852698013,2.46709472145977,0.07317895967533,0.552244667809288,0,0,0.290769703856509,0.0306060821622163,0.00015999360025599,0.00015999360025599,10.0652489125181,0.173191557918479,9.75692939758301,102.616455078125,0.176060337017817,0.292563985662434,0.017304043477225
"NR4063",7,"26267",5.10415,126,5.32,271540.78,1.612,"Scotland",5.80032079208717,1.79963585850229,0,1.00035116919709,0,0,0.16775338335723,0,0.000114211748581871,0,14.8903009231507,0.0919154377972266,9.22814464569092,134.302581787109,0.147308525737355,0.138095472650242,0.008209569379687
"NR7591",6,"25151",1.3752,38,4.41,60646.32,0.559,"Scotland",12.3404752774292,0.064284060346708,0.021861036889101,0.854490239262852,0,0,0.0139806719270813,0.00884114932501316,3.97598505029621e-05,3.97598505029621e-05,6.97578614912803,0,8.24199485778809,164.480865478516,0.300724565982819,0.328476518392563,0.036914445459843
"NR7888",1,"25268",1.54735,47,4.37,67619.195,0.543,"Scotland",8.11436151787573,4.84969911292489,0.032483906143264,0.982567648654424,0,0,0.460517534424398,0.0124601854656181,0.000277030235871458,3.95757479816369e-05,6.30242471467204,0.165008937984141,9.37649822235107,149.052444458008,0.198096856474876,0.237176418304443,0.012830094434321
"NR7889",14,"25179",33.4065,32,5.11,1707072.15,4.377,"Scotland",9.57465263573881,1.89736049638654,0.021418461260217,1.34903176658326,0,0,0.368686190023404,0.0125042283786186,0.000397156360459113,3.97156360459113e-05,13.9312804085703,0.0785712127164486,8.81923578195409,156.630808540403,0.274355035127071,0.325391552293303,0.033819040507869
"NR7890",27,"25179",33.4065,32,5.11,1707072.15,4.377,"Scotland",9.57465263573881,1.89736049638654,0.021418461260217,1.34903176658326,0,0,0.368686190023404,0.0125042283786186,0.000397156360459113,3.97156360459113e-05,13.9312804085703,0.0785712127164486,8.81923578195409,156.630808540403,0.274355035127071,0.325391552293303,0.033819040507869
"NR7990",7,"25145",16.4673812,39,4.93,811841.8932,3.097,"Scotland",8.41022466459543,4.7742958704252,0.026203006139109,1.0025160610181,0.147265099178763,0,0.608777930202923,0.0125211360646346,0.000477232054086299,3.9769337840525e-05,10.4007986393552,0.0776454928640095,8.79190068497844,158.720912834401,0.251462114745286,0.37198260273131,0.028894806825009
"NR7991",3,"25145",16.4673812,39,4.93,811841.8932,3.097,"Scotland",8.41022466459543,4.7742958704252,0.026203006139109,1.0025160610181,0.147265099178763,0,0.608777930202923,0.0125211360646346,0.000477232054086299,3.9769337840525e-05,10.4007986393552,0.0776454928640095,8.79190068497844,158.720912834401,0.251462114745286,0.37198260273131,0.028894806825009
"NR8090",13,"25160",5.1923,68,4.58,237807.34,1.134,"Scotland",7.5176715659024,5.226562685543,0.019356240501985,0.940087417388712,0.151836258188394,0,0.60996249133349,0.00794095859913434,0.000437201907790143,3.97456279809221e-05,10.9828788839569,0.0887761572606214,9.43712043762207,151.962600708008,0.201154734954061,0.347084853906577,0.017374989102443
"NR8179",8,"25602",17.3132,188,5.22,903749.04,1.971,"Scotland",8.64640708080736,1.30391161269038,0.134285356518634,1.41341805996797,0,0,0.199277514842996,0.0495444319627568,0.000234356690883525,0.00015623779392235,0.0269438029253272,0.0885296381832179,7.69691705703735,193.136459350586,0.178170925810372,0.178383817038321,0.008079663935793
"NR8291",1,"25165",3.4141,21,4.28,146123.48,0.831,"Scotland",6.21312840058567,1.06632244461716,0,1.14835211829525,0.168563271528313,0,0.147821038124947,0,7.94754619511226e-05,0,7.86821189112384,0,9.43712043762207,151.962600708008,0.380152672529221,0.403024703264236,0.129292115569115
"NR8797",6,"24958",18.97475,76,4.74,899403.15,2.131,"Scotland",8.71393899013418,0.289884171135913,0,1.59057655620643,0,0,0.0593941933926004,0,8.01346261719689e-05,0,5.53567349425112,0,8.80626964569092,166.318969726562,0.157192355587975,0.146111311983066,0.008071359246969
"NS0660",10,"26275",90.0540688,12,5.2,4682811.578,8.751,"Scotland",5.4824987632657,3.45759764133876,0.07482834310452,1.32502170746337,0,0,0.416740268439973,0.0599688878773994,0.000190294957183635,0.000266412940057088,40.9056554881341,3.57381934397201,9.61065673828125,115.790702819824,0.271760735699901,0.238305622092636,0.024024758235457
"NS1487",3,"24996",425.3229,21,15.3,65074403.7,21.671,"Scotland",19.2929930849784,0.033957714825503,0.004856952907173,5.44011662642023,0,8.00128020483277e-05,0.0269506543847792,0.00793936692760602,4.00064010241639e-05,4.00064010241639e-05,2.94956076560591,0.189656175461051,7.28003250329147,239.968307209103,0.158837924256254,0.139794860763147,0.01379413571542
"NS1489",12,"24996",425.3229,21,15.3,65074403.7,21.671,"Scotland",19.2929930849784,0.033957714825503,0.004856952907173,5.44011662642023,0,8.00128020483277e-05,0.0269506543847792,0.00793936692760602,4.00064010241639e-05,4.00064010241639e-05,2.94956076560591,0.189656175461051,7.28003250329147,239.968307209103,0.158837924256254,0.139794860763147,0.01379413571542
"NS1492",17,"24996",425.3229,21,15.3,65074403.7,21.671,"Scotland",19.2929930849784,0.033957714825503,0.004856952907173,5.44011662642023,0,8.00128020483277e-05,0.0269506543847792,0.00793936692760602,4.00064010241639e-05,4.00064010241639e-05,2.94956076560591,0.189656175461051,7.28003250329147,239.968307209103,0.158837924256254,0.139794860763147,0.01379413571542
"NS1656",11,"26522",1.7961689,57,4.18,75079.86002,0.608,"Scotland",6.12840696984566,0.219245374938226,0.169043971701409,0.252991730067868,0,0,0.0277236021543978,0.0643014716508465,3.77045471683885e-05,0.000301636377347108,26.680605427026,2.91804917958275,9.72360420227051,120.396125793457,0.29121008515358,0.24137644469738,0.012885226868093
"NS2209",4,"27511",5.1471,27,4.02,206913.42,1.042,"Scotland",4.59714800707687,0,0.089956712963557,0.250847682124968,0,0,0,0.0328815819933059,0,0.000145396386899786,25.5885494552446,0.367442854091006,9.42119216918945,98.7596054077148,0.359918504953384,0.397944927215576,0.07656018435955
"NS2447",20,"26812",21.6041109,97,4.52,976505.8127,2.015,"Scotland",4.77971029789372,0.702836088020229,0.005839428723019,0.945193808891541,0,0,0.0819219679953457,0.00459351431883451,7.45934656124124e-05,3.72967328062062e-05,69.1551235937859,0.440039794903191,9.28999224028561,122.216338417321,0.407647197034932,0.283738656877574,0.0363302558692
"NS2671",2,"25889",146.9128,197,5.9,8667855.2,8.866,"Scotland",6.28026553104277,3.53802318478243,0.033870367390791,2.49356994601182,0,0,0.444656051167592,0.0155573425504642,0.000386264436633319,3.86264436633319e-05,4.80276042152383,0.818334421337312,8.67388820648193,155.763031005859,0.235521254721826,0.264918853224318,0.026509780013354
"NS2741",1,"26975",1.6726,3,4.01,67071.26,0.745,"Scotland",0.975134061343481,0.185849355316127,0.005288801934669,0.334028080926043,0,0,0.0359015684685148,0.00386475169673038,7.41427247451344e-05,3.70713623725672e-05,21.4715450777664,22.1890458576585,9.76919078826904,99.2040786743164,0.26159693202787,0.295578889000174,0.034356971209892
"NS2872",6,"25925",66.37335,186,5.3,3517787.55,5.112,"Scotland",4.69987261095673,8.62145441076806,0,1.80181095149084,0,0,0.549356013685508,0,0.000154291224686596,0,7.7206192228809,0,8.67388820648193,155.763031005859,0.264570626068633,0.264036259837343,0.031501627746052
"NS3073",14,"25888",9.3609,208,4.9,458684.1,1.44,"Scotland",5.83678601386202,0.956228704790783,0.047830714920919,0.849053728333591,0,0,0.0744833968052148,0.0121530901655262,7.72558714462299e-05,3.8627935723115e-05,24.8639063015506,16.8220059386341,8.64148044586182,155.020111083984,0.73871262457125,0.507511526463446,0.162628986146579
"NS3236",27,"27072",1.1944,11,3.92,46820.48,0.548,"Scotland",0.751514537389278,0.518857807855957,0.075375109736188,0.339101907617465,0,3.69385342789598e-05,0.0764670440685018,0.0213994388996325,0.000110815602836879,7.38770685579196e-05,30.9350208648599,29.2474893382859,9.83276748657227,92.9657516479492,0.497212170469428,0.467400334053022,0.102948697865777
"NS3237",16,"27071",2.30705,8,3.83,88360.015,0.664,"Scotland",0.759213137792257,0.171174980911547,0.109988700402459,0.396466406700898,0,3.69398987846773e-05,0.0375959319647712,0.031235333402262,0.000110819696354032,0.000110819696354032,32.2810820575351,33.3333333333333,9.83276748657227,92.9657516479492,0.56861686706543,0.54469245672226,0.135283589363098
"NS3462",3,"26319",16.7869,205,5.1,856131.9,2.455,"Scotland",5.45549076860546,0.077093209680828,0,1.20505802595843,0,0.000113986093696569,0.0158783843959777,0,3.7995364565523e-05,0,32.9245815309385,0.218168139928531,8.23348999023438,183.230270385742,0.16143650459388,0.137979228514873,0.014217004089649
"NS3463",19,"26263",1.28175,201,4.61,59088.675,0.418,"Scotland",3.72461030991072,1.25309094440352,0.064151591873448,0.961755709271599,0,0,0.093476063088373,0.0155445236928268,3.80763812207288e-05,3.80763812207288e-05,26.5279462536158,0.270598115144163,8.23348999023438,183.230270385742,0.178517624735832,0.149420469999313,0.011280762962997
"NS3558",3,"26392",78.9959562,26,0.8,631967.6496,6.372,"Scotland",4.44450364939301,3.79127923698489,0,1.5260069555926,0,0.000151561079114883,0.24078231997452,0,7.57805395574416e-05,0,60.1895610165932,4.85717286284394,8.66509819030762,138.674377441406,0.37026780718717,0.39771744181056,0.145872465719542
"NS3559",8,"26392",78.9959562,26,0.8,631967.6496,6.372,"Scotland",4.44450364939301,3.79127923698489,0,1.5260069555926,0,0.000151561079114883,0.24078231997452,0,7.57805395574416e-05,0,60.1895610165932,4.85717286284394,8.66509819030762,138.674377441406,0.37026780718717,0.39771744181056,0.145872465719542
"NS3658",7,"26392",78.9959562,26,0.8,631967.6496,6.372,"Scotland",4.44450364939301,3.79127923698489,0,1.5260069555926,0,0.000151561079114883,0.24078231997452,0,7.57805395574416e-05,0,60.1895610165932,4.85717286284394,8.66509819030762,138.674377441406,0.37026780718717,0.39771744181056,0.145872465719542
"NS3668",19,"26090",8.6764,78,4.55,394776.2,2.043,"Scotland",3.3683273133219,0.362831427318295,0.073179450169549,0.826026190697585,0,3.83288616328095e-05,0.0874991860639413,0.0216709418767787,0.000114986584898429,7.6657723265619e-05,52.0642668293675,9.48545861297539,9.0919828414917,142.795120239258,0.630921244621277,0.34324061870575,0.070758201181889
"NS3669",18,"26009",1.95305,136,4.74,92574.57,0.98,"Scotland",3.90782814351234,0.779372862866975,0.079366842488967,0.568664410292591,0,0,0.107175764687034,0.0217384318337943,7.68964589180668e-05,7.68964589180668e-05,48.4903328330538,9.4905976869427,9.0919828414917,142.795120239258,0.769921243190765,0.386496692895889,0.161396503448486
"NS3692",11,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS3795",2,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS3796",4,"24991",7.17435,18,4.09,293430.915,1.435,"Scotland",7.09318797301121,75.4036167483912,0,1.51916962982274,0,0,0.601574153714761,0,8.00288103717338e-05,0,3.01956745623069,0.0370751802265705,9.16358661651611,189.086334228516,0.158902764320374,0.233418375253677,0.01751671731472
"NS3917",3,"27398",40.1851,85,2.9,1165367.9,4.955,"Scotland",3.48446237910496,0.398037434225022,0.06303783433309,0.931407480100737,0,3.64990145266078e-05,0.08120957867656,0.0321680845777761,7.29980290532156e-05,0.000145996058106431,75.1185316617703,1.66089764100177,8.97882683857144,99.9134373760348,0.253782697526794,0.214438693662231,0.025167400088487
"NS4191",27,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS4192",1,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS4290",25,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS4355",25,"26535",8.622,118,4.44,382816.8,1.501,"Scotland",4.38751546806873,0,0,0.705059227755794,0,0,0,0,0,0,54.6822204344328,2.16814159292035,8.18628311157227,140.381103515625,0.707972407341003,0.29941987991333,0.125198096036911
"NS4388",13,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS4389",1,"24447",7073.032,4,37,261702184,138.859,"Scotland",12.9320625457976,0.195976433726394,0.033890748475357,16.1022863411871,0,0.000736286660939993,3.21498514786453,0.163076683569885,0.000286333701476664,0.000613572217449994,12.8678906274389,1.4977505992043,8.7207304373252,197.046055594525,0.206103333272374,0.214751732519097,0.033138905284778
"NS4487",1,"25284",12.7471,7,4.15,529004.65,2.191,"Scotland",1.66737298529961,14.2052895334582,0.13069354595316,0.99209929549913,0,3.95507040025312e-05,0.297814886417222,0.0651159222038139,7.91014080050625e-05,0.000237304224015187,42.5382653061224,0.435174069627851,9.72978401184082,126.240913391113,0.242863768572139,0.211039197853431,0.020910159952323
"NS4561",6,"26351",1.35165,57,3.93,53119.845,0.457,"Scotland",4.14781721926876,1.27512803840088,0,0.635393825699214,0,0,0.0666179437699924,0,3.79492239383705e-05,0,22.9366736256089,39.327302250058,9.71774291992188,109.648582458496,0.40202471613884,0.32324942946434,0.100888766348362
"NS4701",11,"27604",818.9024,215,8.1,66331094.4,27.281,"Scotland",6.78255719566824,0.597044794175132,0.011857913367525,3.33830632369222,0,0.000289813070569483,0.152470873631439,0.0165434690430673,0.000108679901463556,7.24532676423707e-05,1.36068150917743,0.207129503738953,8.04072408906793,157.501175433287,0.179548595466076,0.193742220538579,0.018949600089631
"NS4736",4,"27079",1.14445,38,3.79,43374.655,0.411,"Scotland",2.72137766318047,0.155329568278679,0,0.726060377938624,0,0,0.0266474955600294,0,3.69289855607666e-05,0,86.6984260426883,4.58642753724721,9.50960445404053,104.490867614746,0.19078233221771,0.0924838963627,0.010619793042842
"NS4750",22,"26727",30.68255,211,5.23,1604697.365,3.408,"Scotland",2.91967474257567,1.81262768940669,0,0.916162750188948,0,0,0.145026018086924,0,0.000112246043326973,0,25.7218807110816,0.880544941020103,7.97130798980997,135.377638605986,0.159130495548952,0.119168878504351,0.010865856133733
"NS4858",3,"26437",1.1677,72,4.09,47758.93,0.529,"Scotland",4.92862077703731,1.38723413409123,0.034619374633633,0.722307756137232,0,3.78257744827325e-05,0.0846009014380058,0.0141500452597682,7.56515489654651e-05,7.56515489654651e-05,41.1267734974058,25.8138573855549,8.79059982299805,129.021743774414,0.453910320997238,0.217412948608398,0.060963556170464
"NS5055",13,"26518",8.2902,143,4.38,363110.76,1.173,"Scotland",3.82600937785037,4.59874401874471,0.017475989796206,0.730392456222189,0,7.54204691153179e-05,0.243379107852243,0.0073144855008165,0.000150840938230636,3.7710234557659e-05,74.5260763333052,5.4638132951386,8.88851521676144,123.532263512861,0.263392301501388,0.114384580700193,0.012265670363387
"NS5100",22,"27610",9.5735,288,2.17,207744.95,1.759,"Scotland",5.26716033159755,4.14370391833865,0.021319311579413,0.938596843621876,0,0.000108656283955089,0.136877677830915,0.00811924064462597,3.62187613183629e-05,3.62187613183629e-05,0.729696682838323,0.0512759831183686,7.10406017303467,166.342636108398,0.16006931159071,0.210697588756421,0.009553355573108
"NS5258",9,"26455",18.21125,93,4.4,801295,2.186,"Scotland",2.92040345438577,4.02597474833617,0.074345951603935,0.755835432315252,0,0.000302400302400302,0.237845361774594,0.0225241419156485,7.56000756000756e-05,7.56000756000756e-05,37.0800936060995,34.083188646486,8.99543285369873,117.5380859375,0.492737241135234,0.294384993927441,0.079292252313164
"NS5320",42,"27355",1.96255,98,4.74,93024.87,1.336,"Scotland",2.99633168409196,0,0,0.958154776494242,0,7.3112776457686e-05,0,0,0,0,80.4371116348832,1.50846368116563,8.80992984771729,96.2690200805664,0.129348452394506,0.178623102852818,0.009025104343891
"NS5471",9,"25953",1.85085,38,3.79,70147.215,0.519,"Scotland",3.28508293524851,0.22315719523478,0.047136666249018,0.400998684495049,0.114160644006473,0,0.0250659060846493,0.0119381058177576,3.85311909991138e-05,3.85311909991138e-05,16.6298850574713,68.7126436781609,9.20106983184814,111.375114440918,0.568702101707458,0.383768647909164,0.133035570383072
"NS5472",15,"25895",3.03395,57,3.88,117717.26,0.651,"Scotland",3.22732257797107,0.324746763416687,0.100571650051324,0.666938556794748,0,0.000115852481173972,0.0605251378653053,0.0316522529518246,7.72349874493145e-05,0.000115852481173972,25.8362636371833,60.14335948066,9.30297220237331,111.056010337324,0.6474122942943,0.478424845993076,0.264268672782358
"NS5568",16,"26107",1.5423,27,3.74,57682.02,0.49,"Scotland",2.80668844567974,0.093071705626827,0,0.245939741698395,0.167722839617344,0.000114911709503198,0.0212458319092941,0,3.83039031677328e-05,0,6.2742740891437,84.422970223784,9.92117023468018,91.0034866333008,0.537077605724335,0.47722664475441,0.071427889168262
"NS5572",5,"25895",3.03395,57,3.88,117717.26,0.651,"Scotland",3.22732257797107,0.324746763416687,0.100571650051324,0.666938556794748,0,0.000115852481173972,0.0605251378653053,0.0316522529518246,7.72349874493145e-05,0.000115852481173972,25.8362636371833,60.14335948066,9.30297220237331,111.056010337324,0.6474122942943,0.478424845993076,0.264268672782358
"NS5578",12,"25647",1.3582,108,4.22,57316.04,0.561,"Scotland",6.05062924526902,1.98572787314555,0.121132432328314,0.883584428459469,0,7.79818302335556e-05,0.210798319370306,0.0340601880599987,0.000194954575583889,0.000116972745350333,25.8648412734874,4.83759819910874,8.62475299835205,133.503234863281,0.370572551725542,0.226034819928248,0.054333799704665
"NS5677",23,"25686",10.07915,137,4.51,454569.665,1.693,"Scotland",4.28065476538508,3.33114706265736,0.102660634643853,0.963110711889745,0,7.78634275480807e-05,0.301349259733692,0.0323219565842112,0.000272521996418282,0.000116795141322121,26.9690396371524,4.69335436797476,8.62475299835205,133.503234863281,0.446695953607559,0.212858363986015,0.037269730120897
"NS5773",11,"25866",20.908,38,4.1,857228,2.076,"Scotland",2.99517375693351,0.574012648784782,0.024997720496996,0.978837467006882,0,0.000115982370679657,0.0683959997739326,0.01399366809939,7.73215804531045e-05,7.73215804531045e-05,64.4022556390977,5.73684210526316,9.41406154632568,110.708137512207,0.405277030863976,0.308676929265266,0.058789491243242
"NS5867",4,"26126",1.34485,46,4,53794,0.639,"Scotland",3.06192065453782,0,0,0.179265566307893,0.321648871045702,3.82760468498813e-05,0,0,0,0,8.20337437300502,83.2238942088463,9.92117023468018,91.0034866333008,0.647483885288239,0.538426995277405,0.180079028010368
"NS5869",7,"26001",4.3084,47,3.88,167165.92,0.87,"Scotland",2.33837985290997,0,0.038668980177528,0.186248696202069,0.227740783101419,0,0,0.0165535794762186,0,7.69201184569824e-05,36.260945709282,42.7758318739054,9.65749337211136,101.249141344174,0.535037349688304,0.424856573366125,0.178782524888493
"NS5870",6,"26001",4.3084,47,3.88,167165.92,0.87,"Scotland",2.33837985290997,0,0.038668980177528,0.186248696202069,0.227740783101419,0,0,0.0165535794762186,0,7.69201184569824e-05,36.260945709282,42.7758318739054,9.65749337211136,101.249141344174,0.535037349688304,0.424856573366125,0.178782524888493
"NS6113",19,"27473",2.5921674,185,4.59,118980.4837,0.912,"Solway Tweed",3.10432139610367,1.39734833159731,0.151910376604081,0.892163449801623,0,0,0.121891342396896,0.0512922739270142,0.000109198121792305,0.000254795617515379,64.4612809444102,5.92018324376707,8.22523212432861,133.567474365234,0.317404747009277,0.161621302366257,0.050164349377155
"NS6467",5,"26145",19.2056312,86,4.42,848888.899,2.602,"Scotland",2.13029286787898,0,0,0.302339448620386,0,0,0,0,0,0,26.1180885281054,51.6005513861234,9.25656986236572,97.2200775146484,0.663366154889773,0.457651768810754,0.177513555003394
"NS6471",12,"25961",16.8202938,55,4.19,704770.3102,2.219,"Scotland",2.20380362185515,0,0.047742783081798,0.610007122876623,0.0372430258184199,3.8519317437695e-05,0,0.0159552094595602,0,3.8519317437695e-05,55.6257854661048,20.6254158349967,9.14017649192198,108.631937690137,0.553918627785921,0.399438288162055,0.094604529723165
"NS6866",22,"26163",22.66845,74,4.18,947541.21,2.083,"Scotland",1.79996783707078,2.65650385121875,0.089940480475991,0.560524486075756,0,0,0.193950987947186,0.032826524208032,0.000114665749340672,0.000114665749340672,30.737427647899,24.2727204389987,9.20154666900635,93.2896118164062,0.482523494935974,0.333746147042033,0.088735502922363
"NS7066",23,"26167",21.2095094,78,1,212095.094,1.892,"Scotland",1.79990789046426,2.88134974990268,0.114181904607789,0.541416443337028,0,0,0.21326707595042,0.0377337134492457,0.00015286429472236,0.00011464822104177,29.8714220113271,23.2779733659881,8.98847484588623,90.8388519287109,0.551752328872681,0.424291044473648,0.103719584643841
"NS7338",21,"27035",11.6152,286,5.09,591213.68,1.914,"Scotland",3.84002197443389,0.4029687440224,0,0.730585299293508,0,0,0.0643596907554818,0,7.39781764379508e-05,0,17.0872135708489,0,7.43118047714233,129.864151000977,0.592229962348938,0.253109961748123,0.062803253531456
"NS7377",5,"25700",1.2083,48,3.73,45069.59,0.435,"Scotland",4.51606478849739,1.78254432533492,0.112435856631434,0.631948134906615,0.161677377893385,0,0.102950255070536,0.0373082532373028,3.89105058365759e-05,0.000155642023346304,40.7062331128296,16.4399515512904,8.93378829956055,120.857009887695,0.524159600384818,0.447294620394527,0.097075338770731
"NS7973",3,"25870",25.2049,167,4.6,1159425.4,2.331,"Scotland",2.00515423245775,0.320644687932482,0.025972196095334,0.681573041731735,0,0,0.0341299830507576,0.0117128862730823,3.86548125241593e-05,3.86548125241593e-05,30.5559657412877,0.391317188422918,8.52936192436829,103.831270222616,0.335542671115316,0.371017385419656,0.123353892624501
"NS8073",11,"25870",25.2049,167,4.6,1159425.4,2.331,"Scotland",2.00515423245775,0.320644687932482,0.025972196095334,0.681573041731735,0,0,0.0341299830507576,0.0117128862730823,3.86548125241593e-05,3.86548125241593e-05,30.5559657412877,0.391317188422918,8.52936192436829,103.831270222616,0.335542671115316,0.371017385419656,0.123353892624501
"NS9487",1,"25266",20.44075,42,1,204407.5,2.519,"Scotland",2.30613120480762,2.33942326415502,0.061467062861636,0.55702492985435,0,0,0.164665292537691,0.0235457305440685,7.91577614185071e-05,7.91577614185071e-05,39.9856071509734,6.92371790015908,9.75827407836914,72.4906005859375,0.222960930856822,0.099270028133246,0.011490078186072
"NS9709",4,"27523",197.14015,344,7.57,14923509.36,9.125,"Scotland",8.47570392231444,0,0,1.39367428414054,0,0,0,0,0,0,1.520321340647,0,7.3609299659729,156.107192993164,0.219918904381849,0.181886915324659,0.022680349983918
